source_message_index,event_id,session_type,message_timestamp,message_lap,message,process_status,car_numbers,car_count,location,incident_lap_explicit,incident_family
10577,2023-ned,Race,2023-08-27 06:07:16-07:00,3.0,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,noted,20|40,2,Pit Lane,,impeding
10579,2023-ned,Race,2023-08-27 06:09:36-07:00,5.0,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) UNDER INVESTIGATION - IMPEDING,investigation,20|40,2,Pit Lane,,impeding
10581,2023-ned,Race,2023-08-27 06:11:36-07:00,6.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 40 (LAW) - IMPEDING,sanction_announced,40,1,,,impeding
10590,2023-ned,Race,2023-08-27 06:23:14-07:00,14.0,INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,investigation,10,1,Pit Lane,,other
10595,2023-ned,Race,2023-08-27 06:27:07-07:00,17.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - SPEEDING IN THE PIT LANE,sanction_announced,10,1,Pit Lane,,other
10602,2023-ned,Race,2023-08-27 06:40:21-07:00,24.0,TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 23 (ALB) NOTED - MOVING UNDER BRAKING ,noted,20|23,2,Turn 1,,moving_under_braking
10604,2023-ned,Race,2023-08-27 06:43:02-07:00,27.0,TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 31 (OCO) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,22|31,2,Turn 1,,forcing_off_track
10606,2023-ned,Race,2023-08-27 07:17:50-07:00,54.0,TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 63 (RUS) NOTED - CAUSING A COLLISION,noted,22|63,2,Turn 1,,causing_collision
10607,2023-ned,Race,2023-08-27 07:18:16-07:00,54.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 63 (RUS) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,22|63,2,Turn 1,,causing_collision
10614,2023-ned,Race,2023-08-27 07:29:14-07:00,63.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION,sanction_announced,22,1,,,causing_collision
10630,2023-ned,Race,2023-08-27 08:19:36-07:00,67.0,INCIDENT INVOLVING CAR 11 (PER) NOTED - SPEEDING IN THE PIT LANE,noted,11,1,Pit Lane,,other
10631,2023-ned,Race,2023-08-27 08:19:45-07:00,67.0,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,investigation,11,1,Pit Lane,,other
10632,2023-ned,Race,2023-08-27 08:20:00-07:00,67.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - SPEEDING IN THE PIT LANE,sanction_announced,11,1,Pit Lane,,other
10634,2023-ned,Race,2023-08-27 08:21:40-07:00,68.0,TURN 11 INCIDENT INVOLVING CARS 4 (NOR) AND 63 (RUS) NOTED - CAUSING A COLLISION,noted,4|63,2,Turn 11,,causing_collision
10638,2023-ned,Race,2023-08-27 08:38:47-07:00,72.0,INCIDENT INVOLVING CAR 20 (MAG) NOTED - RESTART INFRINGEMENT ,noted,20,1,,,other
10639,2023-ned,Race,2023-08-27 08:39:11-07:00,72.0,FIA STEWARDS: INCIDENT INVOLVING CAR 20 (MAG) UNDER INVESTIGATION - RESTART INFRINGEMENT ,investigation,20,1,,,other
10647,2023-qat,Race,2023-10-08 10:07:16-07:00,2.0,TURN 1 INCIDENT INVOLVING CAR 44 (HAM) NOTED - CROSSING THE TRACK,noted,44,1,Turn 1,,other
10648,2023-qat,Race,2023-10-08 10:07:49-07:00,3.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE RACE - CROSSING THE TRACK,post_session_investigation,44,1,Turn 1,,other
10649,2023-qat,Race,2023-10-08 10:08:18-07:00,3.0,INCIDENT INVOLVING CAR 27 (HUL) NOTED - INCORRECT STARTING LOCATION,noted,27,1,,,other
10650,2023-qat,Race,2023-10-08 10:09:04-07:00,3.0,TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 63 (RUS) NOTED - CAUSING A COLLISION,noted,44|63,2,Turn 1,,causing_collision
10651,2023-qat,Race,2023-10-08 10:10:07-07:00,3.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,post_session_investigation,44|63,2,Turn 1,,causing_collision
10655,2023-qat,Race,2023-10-08 10:14:36-07:00,6.0,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - INCORRECT STARTING LOCATION,investigation,27,1,,,other
10656,2023-qat,Race,2023-10-08 10:15:06-07:00,6.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 27 (HUL) - INCORRECT STARTING LOCATION,sanction_announced,27,1,,,other
10691,2023-qat,Race,2023-10-08 10:45:14-07:00,26.0,INCIDENT INVOLVING CAR 11 (PER) NOTED - TRACK LIMITS,noted,11,1,,,track_limits
10692,2023-qat,Race,2023-10-08 10:45:41-07:00,26.0,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - TRACK LIMITS,investigation,11,1,,,track_limits
10693,2023-qat,Race,2023-10-08 10:46:30-07:00,27.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - TRACK LIMITS,sanction_announced,11,1,,,track_limits
10700,2023-qat,Race,2023-10-08 10:57:12-07:00,34.0,TURN 2 INCIDENT INVOLVING CAR 14 (ALO) NOTED - REJOINING UNSAFELY,noted,14,1,Turn 2,,unsafe_rejoin
10702,2023-qat,Race,2023-10-08 10:59:03-07:00,35.0,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - REJOINING UNSAFELY,investigation,14,1,Turn 2,,unsafe_rejoin
10706,2023-qat,Race,2023-10-08 11:02:36-07:00,38.0,INCIDENT INVOLVING CAR 11 (PER) NOTED - TRACK LIMITS,noted,11,1,,,track_limits
10707,2023-qat,Race,2023-10-08 11:02:47-07:00,38.0,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - TRACK LIMITS,investigation,11,1,,,track_limits
10708,2023-qat,Race,2023-10-08 11:03:27-07:00,38.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - TRACK LIMITS,sanction_announced,11,1,,,track_limits
10721,2023-qat,Race,2023-10-08 11:09:48-07:00,43.0,INCIDENT INVOLVING CAR 18 (STR) NOTED - TRACK LIMITS,noted,18,1,,,track_limits
10723,2023-qat,Race,2023-10-08 11:09:59-07:00,43.0,FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) UNDER INVESTIGATION - TRACK LIMITS,investigation,18,1,,,track_limits
10724,2023-qat,Race,2023-10-08 11:10:25-07:00,43.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 18 (STR) - TRACK LIMITS,sanction_announced,18,1,,,track_limits
10726,2023-qat,Race,2023-10-08 11:10:40-07:00,43.0,INCIDENT INVOLVING CAR 10 (GAS) NOTED - TRACK LIMITS,noted,10,1,,,track_limits
10727,2023-qat,Race,2023-10-08 11:10:47-07:00,44.0,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - TRACK LIMITS,investigation,10,1,,,track_limits
10728,2023-qat,Race,2023-10-08 11:11:10-07:00,44.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - TRACK LIMITS,sanction_announced,10,1,,,track_limits
10730,2023-qat,Race,2023-10-08 11:13:54-07:00,46.0,INCIDENT INVOLVING CAR 10 (GAS) NOTED - TRACK LIMITS,noted,10,1,,,track_limits
10732,2023-qat,Race,2023-10-08 11:14:10-07:00,46.0,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - TRACK LIMITS,investigation,10,1,,,track_limits
10733,2023-qat,Race,2023-10-08 11:14:25-07:00,46.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - TRACK LIMITS,sanction_announced,10,1,,,track_limits
10736,2023-qat,Race,2023-10-08 11:15:30-07:00,47.0,INCIDENT INVOLVING CAR 23 (ALB) NOTED - TRACK LIMITS,noted,23,1,,,track_limits
10737,2023-qat,Race,2023-10-08 11:15:43-07:00,47.0,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) UNDER INVESTIGATION - TRACK LIMITS,investigation,23,1,,,track_limits
10738,2023-qat,Race,2023-10-08 11:15:55-07:00,47.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 23 (ALB) - TRACK LIMITS,sanction_announced,23,1,,,track_limits
10743,2023-qat,Race,2023-10-08 11:18:34-07:00,49.0,INCIDENT INVOLVING CAR 23 (ALB) NOTED - TRACK LIMITS,noted,23,1,,,track_limits
10744,2023-qat,Race,2023-10-08 11:18:40-07:00,49.0,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) UNDER INVESTIGATION - TRACK LIMITS,investigation,23,1,,,track_limits
10745,2023-qat,Race,2023-10-08 11:18:49-07:00,49.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 23 (ALB) - TRACK LIMITS,sanction_announced,23,1,,,track_limits
10752,2023-qat,Race,2023-10-08 11:24:41-07:00,53.0,TURN 1 INCIDENT INVOLVING CARS 10 (GAS) AND 18 (STR) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,10|18,2,Turn 1,,gaining_advantage_off_track
10753,2023-qat,Race,2023-10-08 11:25:15-07:00,53.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 10 (GAS) AND 18 (STR) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,investigation,10|18,2,Turn 1,,gaining_advantage_off_track
10754,2023-qat,Race,2023-10-08 11:26:06-07:00,54.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 10 (GAS) AND 18 (STR) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,no_further_action,10|18,2,Turn 1,,gaining_advantage_off_track
10756,2023-qat,Race,2023-10-08 11:26:20-07:00,54.0,INCIDENT INVOLVING CAR 18 (STR) NOTED - TRACK LIMITS,noted,18,1,,,track_limits
10757,2023-qat,Race,2023-10-08 11:26:25-07:00,54.0,FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) UNDER INVESTIGATION - TRACK LIMITS,investigation,18,1,,,track_limits
10758,2023-qat,Race,2023-10-08 11:26:31-07:00,54.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 18 (STR) - TRACK LIMITS,sanction_announced,18,1,,,track_limits
10765,2023-qat,Race,2023-10-08 11:30:00-07:00,57.0,INCIDENT INVOLVING CAR 10 (GAS) NOTED - TRACK LIMITS,noted,10,1,,,track_limits
10766,2023-qat,Race,2023-10-08 11:30:17-07:00,57.0,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - TRACK LIMITS,investigation,10,1,,,track_limits
10767,2023-qat,Race,2023-10-08 11:30:28-07:00,57.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - TRACK LIMITS,sanction_announced,10,1,,,track_limits
10770,2023-qat,Race,2023-10-08 11:30:57-07:00,57.0,INCIDENT INVOLVING CAR 11 (PER) NOTED - TRACK LIMITS,noted,11,1,,,track_limits
10773,2023-qat,Race,2023-10-08 11:36:17-07:00,57.0,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - TRACK LIMITS,investigation,11,1,,,track_limits
10774,2023-qat,Race,2023-10-08 11:36:29-07:00,57.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - TRACK LIMITS,sanction_announced,11,1,,,track_limits
10808,2023-qat,Sprint,2023-10-07 10:54:14-07:00,12.0,"TURN 2 INCIDENT INVOLVING CARS 11 (PER), 27 (HUL) AND 31 (OCO) NOTED - CAUSING A COLLISION",noted,11|27|31,3,Turn 2,,causing_collision
10828,2023-qat,Sprint,2023-10-07 11:12:37-07:00,19.0,TRACK LIMIT INFRINGEMENTS ARE STILL UNDER INVESTIGATION,investigation,,0,,,track_limits
10834,2023-qat,Sprint,2023-10-07 11:17:50-07:00,19.0,INCIDENT INVOLVING CAR 18 (STR) NOTED - TRACK LIMITS,noted,18,1,,,track_limits
10835,2023-qat,Sprint,2023-10-07 11:17:54-07:00,19.0,INCIDENT INVOLVING CAR 16 (LEC) NOTED - TRACK LIMITS,noted,16,1,,,track_limits
10858,2023-sao,Race,2023-11-05 09:24:57-08:00,3.0,LAP 1 TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) NOTED - CAUSING A COLLISION,noted,20|23,2,Turn 1,1.0,causing_collision
10905,2023-sau,Race,2023-03-19 10:04:28-07:00,1.0,INCIDENT INVOLVING CAR 14 (ALO) NOTED - INCORRECT STARTING LOCATION,noted,14,1,,,other
10908,2023-sau,Race,2023-03-19 10:05:51-07:00,2.0,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - INCORRECT STARTING LOCATION,investigation,14,1,,,other
10909,2023-sau,Race,2023-03-19 10:06:05-07:00,2.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - INCORRECT STARTING LOCATION,sanction_announced,14,1,,,other
10917,2023-sau,Race,2023-03-19 10:15:21-07:00,8.0,START STRAIGHT INCIDENT INVOLVING CAR 44 (HAM) NOTED - WEAVING ON STRAIGHT,noted,44,1,,,other
10918,2023-sau,Race,2023-03-19 10:15:38-07:00,8.0,FIA STEWARDS: START STRAIGHT INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - WEAVING ON STRAIGHT,investigation,44,1,,,other
10952,2023-sau,Race,2023-03-19 11:38:13-07:00,50.0,PIT LANE INCIDENT INVOLVING CAR 14 (ALO) NOTED - SERVING PENALTY INCORRECTLY ,sanction_announced,14,1,Pit Lane,,other
10953,2023-sau,Race,2023-03-19 11:38:32-07:00,50.0,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - SERVING PENALTY INCORRECTLY ,investigation,14,1,Pit Lane,,other
10954,2023-sau,Race,2023-03-19 11:45:07-07:00,50.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 14 (ALO) - SERVING PENALTY INCORRECTLY ,sanction_announced,14,1,,,other
10965,2023-sgp,Race,2023-09-17 05:08:46-07:00,3.0,TURN 2 INCIDENT INVOLVING CAR 44 (HAM) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,44,1,Turn 2,,gaining_advantage_off_track
10974,2023-sgp,Race,2023-09-17 05:39:51-07:00,21.0,INCIDENT INVOLVING CAR 14 (ALO) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY,noted,14,1,Pit Lane,,other
10975,2023-sgp,Race,2023-09-17 05:40:52-07:00,22.0,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY,investigation,14,1,Pit Lane,,other
10978,2023-sgp,Race,2023-09-17 05:43:50-07:00,23.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT ENTRY,sanction_announced,14,1,Pit Lane,,other
10984,2023-sgp,Race,2023-09-17 06:05:41-07:00,36.0,TURN 7 INCIDENT INVOLVING CARS 10 (GAS) AND 20 (MAG) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,10|20,2,Turn 7,,forcing_off_track
11004,2023-sgp,Race,2023-09-17 06:29:59-07:00,50.0,PIT EXIT INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) NOTED - VSC INFRINGEMENT,noted,11|23,2,Pit Lane,,other
11005,2023-sgp,Race,2023-09-17 06:31:48-07:00,51.0,FIA STEWARDS: PIT EXIT INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - VSC INFRINGEMENT,post_session_investigation,11|23,2,Pit Lane,,other
11019,2023-sgp,Race,2023-09-17 06:45:13-07:00,59.0,TURN 13 INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) NOTED - CAUSING A COLLISION,noted,11|23,2,Turn 13,,causing_collision
11020,2023-sgp,Race,2023-09-17 06:45:38-07:00,60.0,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 11 (PER) AND 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,post_session_investigation,11|23,2,Turn 13,,causing_collision
11021,2023-sgp,Race,2023-09-17 06:48:42-07:00,61.0,TURN 7 INCIDENT INVOLVING CARS 11 (PER) AND 40 (LAW) NOTED - CAUSING A COLLISION,noted,11|40,2,Turn 7,,causing_collision
11030,2023-usa,Race,2023-10-22 11:18:01-07:00,1.0,INCIDENT INVOLVING CAR 18 (STR) NOTED - NOT ENTERING PIT LANE,noted,18,1,Pit Lane,,other
11038,2023-usa,Race,2023-10-22 11:34:19-07:00,1.0,FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) WILL BE INVESTIGATED AFTER THE RACE - NOT ENTERING PIT LANE,post_session_investigation,18,1,Pit Lane,,other
11042,2023-usa,Race,2023-10-22 12:06:46-07:00,2.0,TURN 1 INCIDENT INVOLVING CAR 63 (RUS) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,63,1,Turn 1,,gaining_advantage_off_track
11053,2023-usa,Race,2023-10-22 12:25:08-07:00,13.0,TURN 12 INCIDENT INVOLVING CARS 1 (VER) AND 16 (LEC) NOTED ,noted,1|16,2,Turn 12,,other
11070,2023-usa,Race,2023-10-22 12:50:20-07:00,28.0,TURN 12 INCIDENT INVOLVING CARS 2 (SAR) AND 18 (STR) NOTED ,noted,2|18,2,Turn 12,,other
11072,2023-usa,Race,2023-10-22 12:52:56-07:00,29.0,FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 2 (SAR) AND 18 (STR) UNDER INVESTIGATION ,investigation,2|18,2,Turn 12,,other
11073,2023-usa,Race,2023-10-22 13:00:07-07:00,33.0,FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 2 (SAR) AND 18 (STR) NO FURTHER ACTION ,no_further_action,2|18,2,Turn 12,,other
11086,2023-usa,Race,2023-10-22 13:30:40-07:00,51.0,INCIDENT INVOLVING CAR 23 (ALB) NOTED - TRACK LIMITS,noted,23,1,,,track_limits
11087,2023-usa,Race,2023-10-22 13:31:36-07:00,52.0,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) UNDER INVESTIGATION - TRACK LIMITS,investigation,23,1,,,track_limits
11088,2023-usa,Race,2023-10-22 13:31:47-07:00,52.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 23 (ALB) - TRACK LIMITS,sanction_announced,23,1,,,track_limits
11090,2023-usa,Race,2023-10-22 13:33:21-07:00,53.0,INCIDENT INVOLVING CAR 23 (ALB) NOTED - MULTIPLE TRACK LIMIT INFRINGEMENTS,noted,23,1,,,track_limits
11093,2023-usa,Race,2023-10-22 13:34:10-07:00,54.0,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - MULTIPLE TRACK LIMIT INFRINGEMENTS,post_session_investigation,23,1,,,track_limits
11115,2023-usa,Sprint,2023-10-21 15:09:26-07:00,4.0,TURN 15 INCIDENT INVOLVING CARS 63 (RUS) AND 81 (PIA) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,63|81,2,Turn 15,,gaining_advantage_off_track
11119,2023-usa,Sprint,2023-10-21 15:11:51-07:00,5.0,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 63 (RUS) AND 81 (PIA) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,investigation,63|81,2,Turn 15,,gaining_advantage_off_track
11121,2023-usa,Sprint,2023-10-21 15:13:10-07:00,6.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,sanction_announced,63,1,,,gaining_advantage_off_track
11124,2023-usa,Sprint,2023-10-21 15:16:24-07:00,8.0,TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 81 (PIA) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,23|81,2,Turn 1,,gaining_advantage_off_track
11128,2023-usa,Sprint,2023-10-21 15:17:57-07:00,9.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 81 (PIA) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,investigation,23|81,2,Turn 1,,gaining_advantage_off_track
11131,2023-usa,Sprint,2023-10-21 15:21:54-07:00,11.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 81 (PIA) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,no_further_action,23|81,2,Turn 1,,gaining_advantage_off_track
11134,2023-usa,Sprint,2023-10-21 15:25:34-07:00,14.0,TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,20|24,2,Turn 1,,forcing_off_track
11135,2023-usa,Sprint,2023-10-21 15:25:51-07:00,14.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,investigation,20|24,2,Turn 1,,forcing_off_track
11136,2023-usa,Sprint,2023-10-21 15:32:25-07:00,18.0,TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,20|24,2,Turn 15,,gaining_advantage_off_track
11139,2023-usa,Sprint,2023-10-21 15:33:46-07:00,19.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,no_further_action,20|24,2,Turn 1,,forcing_off_track
11140,2023-usa,Sprint,2023-10-21 15:34:04-07:00,19.0,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 20 (MAG) AND 24 (ZHO) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,investigation,20|24,2,Turn 15,,gaining_advantage_off_track
11141,2023-usa,Sprint,2023-10-21 15:34:15-07:00,19.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 24 (ZHO) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,sanction_announced,24,1,,,gaining_advantage_off_track
11148,2024-abu,Race,2024-12-08 04:25:30-08:00,1.0,INCIDENT INVOLVING CAR 20 (MAG) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,noted,20,1,,,other
11150,2024-abu,Race,2024-12-08 04:32:42-08:00,1.0,FIA STEWARDS: INCIDENT INVOLVING CAR 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,post_session_investigation,20,1,,,other
11154,2024-abu,Race,2024-12-08 05:04:16-08:00,1.0,TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 81 (PIA) NOTED - CAUSING A COLLISION,noted,1|81,2,Turn 1,,causing_collision
11169,2024-abu,Race,2024-12-08 05:08:50-08:00,4.0,TURN 7 INCIDENT INVOLVING CARS 77 (BOT) AND 11 (PER) NOTED - CAUSING A COLLISION,noted,11|77,2,Turn 7,,causing_collision
11170,2024-abu,Race,2024-12-08 05:09:32-08:00,4.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 81 (PIA) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,1|81,2,Turn 1,,causing_collision
11171,2024-abu,Race,2024-12-08 05:10:00-08:00,4.0,FIA STEWARDS: TURN 7 INCIDENT INVOLVING CARS 77 (BOT) AND 11 (PER) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,11|77,2,Turn 7,,causing_collision
11172,2024-abu,Race,2024-12-08 05:11:10-08:00,5.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 1 (VER) - CAUSING A COLLISION,sanction_announced,1,1,,,causing_collision
11173,2024-abu,Race,2024-12-08 05:11:43-08:00,6.0,TURN 6 INCIDENT INVOLVING CARS 81 (PIA) AND 43 (COL) NOTED - CAUSING A COLLISION,noted,43|81,2,Turn 6,,causing_collision
11174,2024-abu,Race,2024-12-08 05:11:57-08:00,6.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 77 (BOT) - CAUSING A COLLISION,sanction_announced,77,1,,,causing_collision
11176,2024-abu,Race,2024-12-08 05:14:40-08:00,8.0,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 81 (PIA) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,43|81,2,Turn 6,,causing_collision
11177,2024-abu,Race,2024-12-08 05:16:42-08:00,9.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 81 (PIA) - CAUSING A COLLISION,sanction_announced,81,1,,,causing_collision
11181,2024-abu,Race,2024-12-08 05:18:19-08:00,10.0,INCIDENT INVOLVING CAR 24 (ZHO) NOTED - FALSE START,noted,24,1,,,other
11186,2024-abu,Race,2024-12-08 05:21:09-08:00,12.0,FIA STEWARDS: INCIDENT INVOLVING CAR 24 (ZHO) UNDER INVESTIGATION - FALSE START,investigation,24,1,,,other
11187,2024-abu,Race,2024-12-08 05:21:23-08:00,12.0,INCIDENT INVOLVING CAR 23 (ALB) NOTED - FALSE START,noted,23,1,,,other
11189,2024-abu,Race,2024-12-08 05:26:25-08:00,15.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 24 (ZHO) - FALSE START,sanction_announced,24,1,,,other
11199,2024-abu,Race,2024-12-08 05:43:08-08:00,27.0,INCIDENT INVOLVING CAR 30 (LAW) NOTED - RELEASING IN UNSAFE CONDITION,noted,30,1,,,other
11202,2024-abu,Race,2024-12-08 05:46:17-08:00,29.0,FIA STEWARDS: INCIDENT INVOLVING CAR 30 (LAW) UNDER INVESTIGATION - RELEASING IN UNSAFE CONDITION,investigation,30,1,,,other
11203,2024-abu,Race,2024-12-08 05:47:28-08:00,29.0,FIA STEWARDS: 10 SECOND STOP/GO PENALTY FOR CAR 30 (LAW) - RELEASING IN UNSAFE CONDITION,sanction_announced,30,1,,,other
11223,2024-abu,Race,2024-12-08 05:51:14-08:00,32.0,TURN 6 INCIDENT INVOLVING CARS 20 (MAG) AND 77 (BOT) NOTED - CAUSING A COLLISION,noted,20|77,2,Turn 6,,causing_collision
11225,2024-abu,Race,2024-12-08 05:51:41-08:00,32.0,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 20 (MAG) AND 77 (BOT) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,20|77,2,Turn 6,,causing_collision
