source_message_index,event_id,session_type,message_timestamp,message_lap,message,process_status,car_numbers,car_count,location,incident_lap_explicit,incident_family
13736,2025-aut,Race,2025-06-29 06:57:44-07:00,33.0,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 22 (TSU) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,22|43,2,Turn 4,,causing_collision
13737,2025-aut,Race,2025-06-29 06:58:27-07:00,33.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION,sanction_announced,22,1,,,causing_collision
13753,2025-aut,Race,2025-06-29 07:23:26-07:00,54.0,TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 81 (PIA) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,43|81,2,Turn 3,,forcing_off_track
13754,2025-aut,Race,2025-06-29 07:23:54-07:00,55.0,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 81 (PIA) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,investigation,43|81,2,Turn 3,,forcing_off_track
13757,2025-aut,Race,2025-06-29 07:26:00-07:00,57.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 43 (COL) - FORCING ANOTHER DRIVER OFF THE TRACK,sanction_announced,43,1,,,forcing_off_track
13774,2025-aut,Race,2025-06-29 07:35:43-07:00,65.0,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION,sanction_announced,22,1,,,causing_collision
13836,2025-aze,Race,2025-09-21 04:11:47-07:00,4.0,INCIDENT INVOLVING CAR 81 (PIA) NOTED - FALSE START - MOVING BEFORE SIGNAL,noted,81,1,,,other
13837,2025-aze,Race,2025-09-21 04:11:57-07:00,4.0,INCIDENT INVOLVING CAR 14 (ALO) NOTED - FALSE START - MOVING BEFORE SIGNAL,noted,14,1,,,other
13840,2025-aze,Race,2025-09-21 04:13:24-07:00,4.0,FIA STEWARDS: INCIDENT INVOLVING CAR 81 (PIA) UNDER INVESTIGATION - FALSE START - MOVING BEFORE SIGNAL,investigation,81,1,,,other
13841,2025-aze,Race,2025-09-21 04:13:28-07:00,4.0,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - FALSE START - MOVING BEFORE SIGNAL,investigation,14,1,,,other
13843,2025-aze,Race,2025-09-21 04:14:58-07:00,5.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 81 (PIA) - FALSE START - MOVING BEFORE SIGNAL,sanction_announced,81,1,,,other
13844,2025-aze,Race,2025-09-21 04:15:23-07:00,5.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - FALSE START - MOVING BEFORE SIGNAL,sanction_announced,14,1,,,other
13846,2025-aze,Race,2025-09-21 04:16:46-07:00,6.0,TURN 6 INCIDENT INVOLVING CARS 27 (HUL) AND 31 (OCO) NOTED - CAUSING A COLLISION,noted,27|31,2,Turn 6,,causing_collision
13856,2025-aze,Race,2025-09-21 04:40:06-07:00,19.0,TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 43 (COL) NOTED - CAUSING A COLLISION,noted,23|43,2,Turn 5,,causing_collision
13857,2025-aze,Race,2025-09-21 04:40:29-07:00,19.0,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,23|43,2,Turn 5,,causing_collision
13858,2025-aze,Race,2025-09-21 04:41:00-07:00,19.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 23 (ALB) - CAUSING A COLLISION,sanction_announced,23,1,,,causing_collision
13859,2025-aze,Race,2025-09-21 04:48:32-07:00,24.0,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - FALSE START - MOVING BEFORE SIGNAL,sanction_announced,14,1,,,other
14076,2025-bhr,Race,2025-04-13 08:07:50-07:00,3.0,INCIDENT INVOLVING CAR 4 (NOR) NOTED - FALSE START - OUT OF POSITION,noted,4,1,,,other
14079,2025-bhr,Race,2025-04-13 08:10:28-07:00,5.0,FIA STEWARDS: INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION - FALSE START - OUT OF POSITION,investigation,4,1,,,other
14082,2025-bhr,Race,2025-04-13 08:14:51-07:00,7.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 4 (NOR) - FALSE START - OUT OF POSITION,sanction_announced,4,1,,,other
14087,2025-bhr,Race,2025-04-13 08:21:20-07:00,11.0,TURN 4 INCIDENT INVOLVING CARS 55 (SAI) AND 1 (VER) NOTED,noted,1|55,2,Turn 4,,other
14098,2025-bhr,Race,2025-04-13 08:30:36-07:00,17.0,PIT LANE INCIDENT INVOLVING CAR 87 (BEA) NOTED - UNSAFE RELEASE,noted,87,1,Pit Lane,,unsafe_release
14099,2025-bhr,Race,2025-04-13 08:32:51-07:00,18.0,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 4 (NOR) - FALSE START - OUT OF POSITION,sanction_announced,4,1,,,other
14110,2025-bhr,Race,2025-04-13 09:00:13-07:00,34.0,TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 55 (SAI) NOTED - CAUSING A COLLISION,noted,22|55,2,Turn 1,,causing_collision
14116,2025-bhr,Race,2025-04-13 09:07:39-07:00,38.0,TURN 2 INCIDENT INVOLVING CARS 30 (LAW) AND 18 (STR) NOTED - CAUSING A COLLISION,noted,18|30,2,Turn 2,,causing_collision
14120,2025-bhr,Race,2025-04-13 09:10:59-07:00,40.0,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 30 (LAW) AND 18 (STR) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,18|30,2,Turn 2,,causing_collision
14122,2025-bhr,Race,2025-04-13 09:12:46-07:00,41.0,TURN 4 INCIDENT INVOLVING CARS 30 (LAW) AND 18 (STR) NOTED - SAFETY CAR INFRINGEMENT,noted,18|30,2,Turn 4,,other
14123,2025-bhr,Race,2025-04-13 09:13:05-07:00,41.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 30 (LAW) - CAUSING A COLLISION,sanction_announced,30,1,,,causing_collision
14125,2025-bhr,Race,2025-04-13 09:14:41-07:00,42.0,TURN 10 INCIDENT INVOLVING CARS 55 (SAI) AND 12 (ANT) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,12|55,2,Turn 10,,forcing_off_track
14126,2025-bhr,Race,2025-04-13 09:16:26-07:00,43.0,TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 55 (SAI) NOTED - CAUSING A COLLISION,noted,22|55,2,Turn 1,,causing_collision
14127,2025-bhr,Race,2025-04-13 09:17:04-07:00,44.0,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CARS 55 (SAI) AND 12 (ANT) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,investigation,12|55,2,Turn 10,,forcing_off_track
14128,2025-bhr,Race,2025-04-13 09:17:16-07:00,44.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 55 (SAI) - FORCING ANOTHER DRIVER OFF THE TRACK,sanction_announced,55,1,,,forcing_off_track
14135,2025-bhr,Race,2025-04-13 09:26:41-07:00,50.0,TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 27 (HUL) NOTED - CAUSING A COLLISION,noted,27|30,2,Turn 1,,causing_collision
14137,2025-bhr,Race,2025-04-13 09:29:27-07:00,51.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 27 (HUL) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,27|30,2,Turn 1,,causing_collision
14138,2025-bhr,Race,2025-04-13 09:30:12-07:00,52.0,INCIDENT INVOLVING CAR 63 (RUS) NOTED - DRS INFRINGEMENT,noted,63,1,,,other
14139,2025-bhr,Race,2025-04-13 09:31:55-07:00,53.0,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - DRS INFRINGEMENT,post_session_investigation,63,1,,,other
14143,2025-bhr,Race,2025-04-13 09:33:55-07:00,54.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 30 (LAW) - CAUSING A COLLISION,sanction_announced,30,1,,,causing_collision
14152,2025-bhr,Race,2025-04-13 09:42:28-07:00,57.0,INCIDENT INVOLVING CAR 7 (DOO) NOTED - TRACK LIMITS,noted,7,1,,,track_limits
14153,2025-bhr,Race,2025-04-13 09:42:48-07:00,57.0,FIA STEWARDS: INCIDENT INVOLVING CAR 7 (DOO) UNDER INVESTIGATION - TRACK LIMITS,investigation,7,1,,,track_limits
14155,2025-bhr,Race,2025-04-13 09:43:07-07:00,57.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 7 (DOO) - TRACK LIMITS,sanction_announced,7,1,,,track_limits
14179,2025-can,Race,2025-06-15 12:01:19-07:00,46.0,TURN 13 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,10|18,2,Turn 13,,forcing_off_track
14183,2025-can,Race,2025-06-15 12:02:33-07:00,47.0,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,investigation,10|18,2,Turn 13,,forcing_off_track
14191,2025-can,Race,2025-06-15 12:04:07-07:00,48.0,INCIDENT INVOLVING CAR 30 (LAW) NOTED - IGNORING BLUE FLAGS,noted,30,1,,,blue_flags
14196,2025-can,Race,2025-06-15 12:05:00-07:00,49.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 18 (STR) - FORCING ANOTHER DRIVER OFF THE TRACK,sanction_announced,18,1,,,forcing_off_track
14198,2025-can,Race,2025-06-15 12:06:39-07:00,50.0,TURN 13 INCIDENT INVOLVING CARS 87 (BEA) AND 6 (HAD) NOTED,noted,6|87,2,Turn 13,,other
14222,2025-can,Race,2025-06-15 12:16:46-07:00,58.0,TURN 14 INCIDENT INVOLVING CAR 87 (BEA) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS,noted,87,1,Turn 14,,other
14229,2025-can,Race,2025-06-15 12:18:01-07:00,59.0,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 18 (STR) - FORCING ANOTHER DRIVER OFF THE TRACK,sanction_announced,18,1,,,forcing_off_track
14236,2025-can,Race,2025-06-15 12:22:54-07:00,63.0,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CAR 87 (BEA) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS,post_session_investigation,87,1,Turn 14,,other
14250,2025-can,Race,2025-06-15 12:39:31-07:00,70.0,TURN 2 INCIDENT INVOLVING CARS 31 (OCO) AND 55 (SAI) NOTED - DRIVING ERRATICALLY,noted,31|55,2,Turn 2,,other
14252,2025-can,Race,2025-06-15 12:44:20-07:00,70.0,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 31 (OCO) AND 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE - DRIVING ERRATICALLY,post_session_investigation,31|55,2,Turn 2,,other
14253,2025-can,Race,2025-06-15 12:48:27-07:00,70.0,"INCIDENT INVOLVING CARS 12 (ANT), 81 (PIA), 31 (OCO), 16 (LEC), 55 (SAI), 10 (GAS) AND 18 (STR) NOTED - SAFETY CAR INFRINGEMENT",noted,10|12|16|18|31|55|81,7,,,other
14254,2025-can,Race,2025-06-15 12:54:57-07:00,70.0,START/FINISH STRAIGHT INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) NOTED - CAUSING A COLLISION,noted,4|81,2,,,causing_collision
14255,2025-can,Race,2025-06-15 12:58:16-07:00,70.0,"FIA STEWARDS: INCIDENT INVOLVING CARS 12 (ANT), 81 (PIA), 31 (OCO), 16 (LEC), 55 (SAI), 10 (GAS) AND 18 (STR) WILL BE INVESTIGATED AFTER THE RACE - SAFETY CAR INFRINGEMENT",post_session_investigation,10|12|16|18|31|55|81,7,,,other
14256,2025-can,Race,2025-06-15 12:58:19-07:00,70.0,FIA STEWARDS: START/FINISH STRAIGHT INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,post_session_investigation,4|81,2,,,causing_collision
14258,2025-chn,Race,2025-03-22 23:24:15-07:00,1.0,INCIDENT INVOLVING CAR 5 (BOR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,noted,5,1,,,other
14259,2025-chn,Race,2025-03-22 23:25:50-07:00,1.0,INCIDENT INVOLVING CAR 23 (ALB) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,noted,23,1,,,other
14260,2025-chn,Race,2025-03-22 23:28:10-07:00,1.0,INCIDENT INVOLVING CAR 22 (TSU) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,noted,22,1,,,other
14268,2025-chn,Race,2025-03-22 23:33:38-07:00,1.0,FIA STEWARDS: INCIDENT INVOLVING CAR 5 (BOR) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,post_session_investigation,5,1,,,other
14269,2025-chn,Race,2025-03-22 23:33:46-07:00,1.0,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,post_session_investigation,23,1,,,other
14270,2025-chn,Race,2025-03-22 23:33:52-07:00,1.0,FIA STEWARDS: INCIDENT INVOLVING CAR 22 (TSU) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,post_session_investigation,22,1,,,other
14274,2025-chn,Race,2025-03-22 23:36:38-07:00,1.0,INCIDENT INVOLVING CAR 27 (HUL) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,noted,27,1,,,other
14275,2025-chn,Race,2025-03-22 23:37:40-07:00,1.0,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,post_session_investigation,27,1,,,other
14297,2025-chn,Race,2025-03-23 01:19:53-07:00,47.0,TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 6 (HAD) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,6|7,2,Turn 14,,forcing_off_track
14299,2025-chn,Race,2025-03-23 01:21:24-07:00,48.0,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 6 (HAD) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,investigation,6|7,2,Turn 14,,forcing_off_track
14302,2025-chn,Race,2025-03-23 01:24:22-07:00,50.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 7 (DOO) - FORCING ANOTHER DRIVER OFF THE TRACK,sanction_announced,7,1,,,forcing_off_track
14306,2025-chn,Race,2025-03-23 01:26:38-07:00,52.0,TURN 1 INCIDENT INVOLVING CAR 7 (DOO) NOTED - MOVING UNDER BRAKING,noted,7,1,Turn 1,,moving_under_braking
14314,2025-chn,Sprint,2025-03-21 19:32:45-07:00,1.0,INCIDENT INVOLVING CAR 6 (HAD) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,noted,6,1,,,other
14316,2025-chn,Sprint,2025-03-21 19:37:50-07:00,1.0,INCIDENT INVOLVING CAR 10 (GAS) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – MAXIMUM DELTA TIME,noted,10,1,,,other
14324,2025-chn,Sprint,2025-03-21 20:11:33-07:00,5.0,TURN 14 INCIDENT INVOLVING CARS 30 (LAW) AND 7 (DOO) NOTED - CAUSING A COLLISION,noted,7|30,2,Turn 14,,causing_collision
14325,2025-chn,Sprint,2025-03-21 20:12:51-07:00,6.0,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 30 (LAW) AND 7 (DOO) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,7|30,2,Turn 14,,causing_collision
14326,2025-chn,Sprint,2025-03-21 20:13:57-07:00,7.0,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 30 (LAW) AND 7 (DOO) NO FURTHER ACTION - CAUSING A COLLISION,no_further_action,7|30,2,Turn 14,,causing_collision
14334,2025-chn,Sprint,2025-03-21 20:37:13-07:00,19.0,TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 5 (BOR) NOTED - CAUSING A COLLISION,noted,5|7,2,Turn 14,,causing_collision
14335,2025-chn,Sprint,2025-03-21 20:37:24-07:00,19.0,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 5 (BOR) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,5|7,2,Turn 14,,causing_collision
14359,2025-emi,Race,2025-05-18 06:50:08-07:00,34.0,TURN 2 INCIDENT INVOLVING CARS 22 (TSU) AND 55 (SAI) NOTED - CAUSING A COLLISION,noted,22|55,2,Turn 2,,causing_collision
14361,2025-emi,Race,2025-05-18 06:57:03-07:00,39.0,TURN 7 INCIDENT INVOLVING CAR 23 (ALB) NOTED -YELLOW FLAG INFRINGEMENT,noted,23,1,Turn 7,,other
14378,2025-emi,Race,2025-05-18 07:23:24-07:00,55.0,INCIDENT INVOLVING CARS 4 (NOR) AND 23 (ALB) NOTED - SAFETY CAR INFRINGEMENT,noted,4|23,2,,,other
14381,2025-emi,Race,2025-05-18 07:31:22-07:00,61.0,TURN 2 INCIDENT INVOLVING CARS 16 (LEC) AND 23 (ALB) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,16|23,2,Turn 2,,forcing_off_track
14383,2025-emi,Race,2025-05-18 07:33:47-07:00,62.0,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 16 (LEC) AND 23 (ALB) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,investigation,16|23,2,Turn 2,,forcing_off_track
14385,2025-emi,Race,2025-05-18 07:36:51-07:00,63.0,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 16 (LEC) AND 23 (ALB) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,no_further_action,16|23,2,Turn 2,,forcing_off_track
14393,2025-esp,Race,2025-06-01 06:10:00-07:00,5.0,LAP 1 TURN 1 INCIDENT INVOLVING CAR 27 (HUL) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,27,1,Turn 1,1.0,gaining_advantage_off_track
14397,2025-esp,Race,2025-06-01 06:22:00-07:00,14.0,TURN 5 INCIDENT INVOLVING CAR 14 (ALO) NOTED - REJOINING UNSAFELY,noted,14,1,Turn 5,,unsafe_rejoin
14402,2025-esp,Race,2025-06-01 06:37:18-07:00,26.0,TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) NOTED,noted,23|30,2,Turn 1,,other
14403,2025-esp,Race,2025-06-01 06:37:25-07:00,26.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) UNDER INVESTIGATION,investigation,23|30,2,Turn 1,,other
14405,2025-esp,Race,2025-06-01 06:39:31-07:00,27.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 23 (ALB) -LEAVING THE TRACK AND GAINING AN ADVANTAGE ,sanction_announced,23,1,,,gaining_advantage_off_track
14406,2025-esp,Race,2025-06-01 06:40:47-07:00,28.0,TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) NOTED - CAUSING A COLLISION,noted,23|30,2,Turn 1,,causing_collision
14407,2025-esp,Race,2025-06-01 06:41:03-07:00,28.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,23|30,2,Turn 1,,causing_collision
14408,2025-esp,Race,2025-06-01 06:42:34-07:00,29.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) NO FURTHER ACTION - CAUSING A COLLISION,no_further_action,23|30,2,Turn 1,,causing_collision
14409,2025-esp,Race,2025-06-01 06:43:02-07:00,30.0,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 23 (ALB),sanction_announced,23,1,,,other
14410,2025-esp,Race,2025-06-01 06:46:30-07:00,32.0,TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 87 (BEA) NOTED - CAUSING A COLLISION,noted,30|87,2,Turn 1,,causing_collision
14412,2025-esp,Race,2025-06-01 06:46:45-07:00,33.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 87 (BEA) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,30|87,2,Turn 1,,causing_collision
14416,2025-esp,Race,2025-06-01 06:49:32-07:00,35.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 87 (BEA) NO FURTHER ACTION - CAUSING A COLLISION,no_further_action,30|87,2,Turn 1,,causing_collision
14457,2025-esp,Race,2025-06-01 07:15:10-07:00,54.0,TURN 1 INCIDENT INVOLVING CARS 87 (BEA) AND 30 (LAW) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,30|87,2,Turn 1,,gaining_advantage_off_track
14459,2025-esp,Race,2025-06-01 07:15:57-07:00,54.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 87 (BEA) AND 30 (LAW) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,investigation,30|87,2,Turn 1,,gaining_advantage_off_track
14475,2025-esp,Race,2025-06-01 07:30:10-07:00,62.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 87 (BEA) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,sanction_announced,87,1,,,gaining_advantage_off_track
14476,2025-esp,Race,2025-06-01 07:30:48-07:00,62.0,TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 63 (RUS) NOTED,noted,1|63,2,Turn 1,,other
14477,2025-esp,Race,2025-06-01 07:30:59-07:00,62.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 63 (RUS) UNDER INVESTIGATION,investigation,1|63,2,Turn 1,,other
14479,2025-esp,Race,2025-06-01 07:33:59-07:00,65.0,TURN 5 INCIDENT INVOLVING CARS 1 (VER) AND 63 (RUS) NOTED - CAUSING A COLLISION,noted,1|63,2,Turn 5,,causing_collision
14480,2025-esp,Race,2025-06-01 07:35:28-07:00,66.0,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 1 (VER) AND 63 (RUS) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,1|63,2,Turn 5,,causing_collision
14481,2025-esp,Race,2025-06-01 07:35:49-07:00,66.0,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 63 (RUS) NO FURTHER ACTION,no_further_action,1|63,2,Turn 1,,other
14483,2025-esp,Race,2025-06-01 07:37:18-07:00,66.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 1 (VER) - CAUSING A COLLISION,sanction_announced,1,1,,,causing_collision
14484,2025-esp,Race,2025-06-01 07:41:03-07:00,66.0,START/FINISH STRAIGHT INCIDENT INVOLVING CARS 1 (VER) AND 16 (LEC) NOTED - CAUSING A COLLISION,noted,1|16,2,,,causing_collision
14485,2025-esp,Race,2025-06-01 07:42:18-07:00,66.0,FIA STEWARDS: START/FINISH STRAIGHT INCIDENT INVOLVING CARS 1 (VER) AND 16 (LEC) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,post_session_investigation,1|16,2,,,causing_collision
14563,2025-gbr,Race,2025-07-06 07:11:04-07:00,4.0,TURN 5 INCIDENT INVOLVING CARS 31 (OCO) AND 30 (LAW) NOTED - CAUSING A COLLISION,noted,30|31,2,Turn 5,,causing_collision
14590,2025-gbr,Race,2025-07-06 07:43:27-07:00,19.0,TURN 9 INCIDENT INVOLVING CARS 6 (HAD) AND 12 (ANT) NOTED - CAUSING A COLLISION,noted,6|12,2,Turn 9,,causing_collision
14593,2025-gbr,Race,2025-07-06 07:45:35-07:00,20.0,FIA STEWARDS: TURN 9 INCIDENT INVOLVING CARS 6 (HAD) AND 12 (ANT) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,post_session_investigation,6|12,2,Turn 9,,causing_collision
14596,2025-gbr,Race,2025-07-06 07:49:47-07:00,22.0,INCIDENT INVOLVING CAR 81 (PIA) NOTED - SAFETY CAR INFRINGEMENT,noted,81,1,,,other
14599,2025-gbr,Race,2025-07-06 07:51:52-07:00,23.0,TURN 6 INCIDENT INVOLVING CARS 22 (TSU) AND 87 (BEA) NOTED - CAUSING A COLLISION,noted,22|87,2,Turn 6,,causing_collision
14600,2025-gbr,Race,2025-07-06 07:51:57-07:00,23.0,FIA STEWARDS: INCIDENT INVOLVING CAR 81 (PIA) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT,investigation,81,1,,,other
14601,2025-gbr,Race,2025-07-06 07:55:02-07:00,25.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 81 (PIA) - SAFETY CAR INFRINGEMENT,sanction_announced,81,1,,,other
14603,2025-gbr,Race,2025-07-06 07:56:10-07:00,25.0,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 22 (TSU) AND 87 (BEA) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,22|87,2,Turn 6,,causing_collision
14604,2025-gbr,Race,2025-07-06 07:59:11-07:00,27.0,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION,sanction_announced,22,1,,,causing_collision
14611,2025-gbr,Race,2025-07-06 08:21:48-07:00,40.0,TURN 4 INCIDENT INVOLVING CARS 16 (LEC) AND 55 (SAI) NOTED,noted,16|55,2,Turn 4,,other
14619,2025-gbr,Race,2025-07-06 08:27:22-07:00,44.0,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION,sanction_announced,22,1,,,causing_collision
14632,2025-gbr,Race,2025-07-06 08:30:14-07:00,45.0,TURN 6 INCIDENT INVOLVING CARS 87 (BEA) AND 31 (OCO) NOTED,noted,31|87,2,Turn 6,,other
14633,2025-gbr,Race,2025-07-06 08:30:58-07:00,46.0,TURN 15 INCIDENT INVOLVING CARS 55 (SAI) AND 16 (LEC) NOTED - CAUSING A COLLISION,noted,16|55,2,Turn 15,,causing_collision
14636,2025-gbr,Race,2025-07-06 08:32:46-07:00,47.0,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 87 (BEA) AND 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE,post_session_investigation,31|87,2,Turn 6,,other
